city,city_development_index,relevent_experience,education_level,experience,company_size,last_new_job,training_hours,target,gender_Male,gender_Other,gender_Unknown,enrolled_university_Part time course,enrolled_university_Unknown,enrolled_university_no_enrollment,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown,training_intensity,edu_vs_exp_ratio,career_stability,seniority_score,edu_exp_interaction,stem_flag
0.21253034581309455,0.92,1,2.0,5.0,3.0,2.0,72,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.3333333333333333,1.0,4.6000000000000005,10.0,0
0.2325817451446533,0.887,1,1.0,11.0,0.0,1.0,8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.08333333333333333,0.0,9.757,11.0,0
0.5890990651932976,0.624,1,2.0,18.0,2.0,2.0,68,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5789473684210527,0.10526315789473684,0.6666666666666666,11.232,36.0,1
0.21253034581309455,0.92,1,2.0,21.0,3.0,3.0,40,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8181818181818181,0.09090909090909091,0.75,19.32,42.0,1
0.21253034581309455,0.92,1,2.0,19.0,6.0,5.0,141,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.05,0.1,1.0,17.48,38.0,1
0.21253034581309455,0.92,0,2.0,5.0,3.0,1.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.3333333333333333,1.5,4.6000000000000005,10.0,1
0.24164557530227906,0.92,1,2.0,21.0,3.0,5.0,82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.727272727272727,0.09090909090909091,0.5,19.32,42.0,1
0.12121923798352167,0.91,1,2.0,12.0,6.0,3.0,145,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.153846153846153,0.15384615384615385,1.5,10.92,24.0,0
0.21253034581309455,0.92,1,2.0,10.0,1.0,2.0,206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.727272727272727,0.18181818181818182,0.3333333333333333,9.200000000000001,20.0,1
0.1021397400963342,0.926,0,1.0,1.0,7.0,1.0,152,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,76.0,0.5,3.5,0.926,1.0,0
0.1021397400963342,0.926,1,4.0,21.0,3.0,4.0,42,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9090909090909092,0.18181818181818182,0.6,19.446,84.0,1
0.21253034581309455,0.92,0,2.0,12.0,3.0,4.0,50,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8461538461538463,0.15384615384615385,0.6,11.040000000000001,24.0,1
0.1765770705654599,0.884,0,2.0,3.0,3.0,0.0,106,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.5,0.5,3.0,2.652,6.0,0
0.1021397400963342,0.926,1,3.0,16.0,5.0,2.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8235294117647058,0.17647058823529413,1.6666666666666667,14.816,48.0,1
0.09681344420264924,0.924,1,1.0,4.0,1.0,2.0,36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2,0.2,0.3333333333333333,3.696,4.0,0
0.5890990651932976,0.624,1,3.0,6.0,2.0,1.0,112,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.42857142857142855,1.0,3.7439999999999998,18.0,1
0.1449380138327026,0.6659999999999999,0,2.0,9.0,2.0,0.0,108,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.8,0.2,2.0,5.994,18.0,0
0.5890990651932976,0.624,1,3.0,9.0,6.0,3.0,7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.3,1.5,5.616,27.0,1
0.5890990651932976,0.624,0,3.0,5.0,3.0,0.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.333333333333333,0.5,3.0,3.12,15.0,1
0.5890990651932976,0.624,1,2.0,5.0,3.0,0.0,87,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.5,0.3333333333333333,3.0,3.12,10.0,1
0.21253034581309455,0.92,1,2.0,19.0,7.0,4.0,52,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6,0.1,1.4,17.48,38.0,1
0.4771788088374282,0.5579999999999999,1,2.0,15.0,3.0,5.0,20,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,0.125,0.5,8.37,30.0,0
0.18062017969134672,0.923,1,2.0,11.0,1.0,1.0,21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.75,0.16666666666666666,0.5,10.153,22.0,1
0.4771788088374282,0.5579999999999999,0,2.0,4.0,3.0,1.0,92,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.4,0.4,1.5,2.2319999999999998,8.0,1
0.1449380138327026,0.6659999999999999,1,2.0,10.0,3.0,2.0,102,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.272727272727273,0.18181818181818182,1.0,6.659999999999999,20.0,1
0.0999173517769368,0.794,0,2.0,5.0,7.0,5.0,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.333333333333333,0.3333333333333333,1.1666666666666667,3.97,10.0,0
0.09681344420264924,0.924,1,3.0,3.0,0.0,2.0,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.75,0.0,2.7720000000000002,9.0,1
0.1021397400963342,0.926,0,1.0,4.0,7.0,1.0,43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.6,0.2,3.5,3.704,4.0,0
0.09681344420264924,0.924,1,2.0,21.0,3.0,1.0,45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0454545454545454,0.09090909090909091,1.5,19.404,42.0,1
0.25643879906582007,0.754,1,2.0,2.0,2.0,2.0,52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.333333333333332,0.6666666666666666,0.6666666666666666,1.508,4.0,1
0.21253034581309455,0.92,1,2.0,21.0,3.0,2.0,19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8636363636363636,0.09090909090909091,1.0,19.32,42.0,1
0.5890990651932976,0.624,1,2.0,2.0,1.0,1.0,32,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,0.6666666666666666,0.5,1.248,4.0,1
0.3017459584078402,0.767,1,2.0,21.0,3.0,5.0,26,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1818181818181819,0.09090909090909091,0.5,16.107,42.0,0
0.13023473776826403,0.855,1,2.0,6.0,3.0,1.0,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.857142857142858,0.2857142857142857,1.5,5.13,12.0,1
0.10534023518494352,0.939,1,2.0,6.0,3.0,3.0,25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5714285714285716,0.2857142857142857,0.75,5.6339999999999995,12.0,1
0.20130279698986472,0.8270000000000001,1,3.0,13.0,0.0,1.0,15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0714285714285714,0.21428571428571427,0.0,10.751000000000001,39.0,1
0.2325817451446533,0.887,1,3.0,21.0,3.0,5.0,48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.1818181818181817,0.13636363636363635,0.5,18.627,63.0,0
0.5633843969915623,0.55,0,1.0,3.0,3.0,1.0,98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,0.25,1.5,1.6500000000000001,3.0,0
0.2584069442506986,0.865,1,2.0,10.0,2.0,2.0,142,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.909090909090908,0.18181818181818182,0.6666666666666666,8.65,20.0,1
0.13023473776826403,0.855,0,3.0,4.0,7.0,4.0,13,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.6,0.6,1.4,3.42,12.0,0
0.12121923798352167,0.91,1,2.0,15.0,3.0,5.0,47,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9375,0.125,0.5,13.65,30.0,1
0.12121923798352167,0.91,1,3.0,14.0,4.0,1.0,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8666666666666667,0.2,2.0,12.74,42.0,0
0.3281828305722102,0.698,0,2.0,2.0,3.0,0.0,228,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,0.6666666666666666,3.0,1.396,4.0,0
0.1449380138327026,0.6659999999999999,1,2.0,21.0,3.0,4.0,22,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09090909090909091,0.6,13.985999999999999,42.0,1
0.5890990651932976,0.624,0,2.0,0.0,3.0,0.0,18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,3.0,0.0,0.0,1
0.16654512516216194,0.8270000000000001,1,2.0,2.0,1.0,1.0,29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.666666666666666,0.6666666666666666,0.5,1.6540000000000001,4.0,1
0.13023473776826403,0.855,1,3.0,5.0,3.0,1.0,46,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.666666666666667,0.5,1.5,4.275,15.0,1
0.5633843969915623,0.55,0,2.0,0.0,3.0,0.0,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,3.0,0.0,0.0,1
0.21253034581309455,0.92,1,2.0,5.0,3.0,2.0,17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8333333333333335,0.3333333333333333,1.0,4.6000000000000005,10.0,1
0.09995408432052044,0.893,1,3.0,5.0,2.0,2.0,65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.833333333333334,0.5,0.6666666666666666,4.465,15.0,1
0.21253034581309455,0.92,0,2.0,3.0,3.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.75,0.5,1.5,2.7600000000000002,6.0,0
0.13023473776826403,0.855,0,2.0,9.0,7.0,3.0,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,0.2,1.75,7.695,18.0,1
0.21253034581309455,0.92,1,3.0,2.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,1.84,6.0,1
0.21253034581309455,0.92,1,2.0,15.0,2.0,5.0,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.125,0.3333333333333333,13.8,30.0,1
0.24164557530227906,0.92,1,2.0,21.0,2.0,2.0,108,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.909090909090909,0.09090909090909091,0.6666666666666666,19.32,42.0,1
0.21253034581309455,0.92,0,2.0,21.0,3.0,1.0,136,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.181818181818182,0.09090909090909091,1.5,19.32,42.0,1
0.21253034581309455,0.92,1,2.0,5.0,1.0,1.0,27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.3333333333333333,0.5,4.6000000000000005,10.0,1
0.13617579949303815,0.7959999999999999,1,3.0,4.0,2.0,1.0,74,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.8,0.6,1.0,3.1839999999999997,12.0,1
0.1765770705654599,0.884,1,2.0,15.0,1.0,1.0,86,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.375,0.125,0.5,13.26,30.0,1
0.12098738298179221,0.866,0,2.0,0.0,1.0,2.0,83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,2.0,0.3333333333333333,0.0,0.0,1
0.21253034581309455,0.92,0,1.0,4.0,3.0,3.0,75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.2,0.75,3.68,4.0,0
0.23945419548479707,0.698,0,3.0,11.0,3.0,2.0,42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.25,1.0,7.677999999999999,33.0,1
0.21253034581309455,0.92,1,2.0,6.0,3.0,1.0,332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.42857142857143,0.2857142857142857,1.5,5.5200000000000005,12.0,1
0.11208364474709248,0.913,0,2.0,4.0,3.0,1.0,140,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.4,1.5,3.652,8.0,1
0.12121923798352167,0.91,0,1.0,3.0,3.0,0.0,182,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.5,0.25,3.0,2.73,3.0,0
0.21253034581309455,0.92,0,2.0,3.0,3.0,1.0,13,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.5,1.5,2.7600000000000002,6.0,0
0.38258981003337,0.682,1,2.0,5.0,1.0,2.0,172,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.666666666666668,0.3333333333333333,0.3333333333333333,3.41,10.0,1
0.21253034581309455,0.92,1,2.0,10.0,3.0,1.0,48,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.363636363636363,0.18181818181818182,1.5,9.200000000000001,20.0,1
0.13754229116288766,0.802,1,2.0,9.0,2.0,1.0,33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3,0.2,1.0,7.218,18.0,1
0.24164557530227906,0.92,0,1.0,2.0,3.0,1.0,142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47.333333333333336,0.3333333333333333,1.5,1.84,2.0,0
