city,city_development_index,relevent_experience,company_size,last_new_job,training_hours,enrolled_university_no_enrollment,major_discipline_STEM,major_discipline_Unknown,company_type_Funded Startup,company_type_Public Sector,company_type_Unknown,career_stability,edu_exp_interaction,stem_flag,target
0.1449380138327026,0.6659999999999999,0,2.0,0.0,108,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0,0.0
0.5890990651932976,0.624,1,6.0,3.0,7,0.0,1.0,0.0,0.0,0.0,0.0,1.5,27.0,1,1.0
0.5890990651932976,0.624,0,3.0,0.0,26,0.0,1.0,0.0,0.0,0.0,1.0,3.0,15.0,1,1.0
0.5890990651932976,0.624,1,3.0,0.0,87,1.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,1,1.0
0.21253034581309455,0.92,1,7.0,4.0,52,1.0,1.0,0.0,0.0,1.0,0.0,1.4,38.0,1,1.0
0.4771788088374282,0.5579999999999999,1,3.0,5.0,20,1.0,0.0,0.0,0.0,0.0,1.0,0.5,30.0,0,1.0
0.18062017969134672,0.923,1,1.0,1.0,21,1.0,1.0,0.0,0.0,0.0,0.0,0.5,22.0,1,0.0
0.4771788088374282,0.5579999999999999,0,3.0,1.0,92,1.0,1.0,0.0,0.0,0.0,1.0,1.5,8.0,1,1.0
0.1449380138327026,0.6659999999999999,1,3.0,2.0,102,1.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,1,0.0
0.0999173517769368,0.794,0,7.0,5.0,26,1.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,10.0,0,0.0
0.09681344420264924,0.924,1,0.0,2.0,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1,0.0
0.1021397400963342,0.926,0,7.0,1.0,43,0.0,0.0,1.0,0.0,0.0,0.0,3.5,4.0,0,0.0
0.09681344420264924,0.924,1,3.0,1.0,45,1.0,1.0,0.0,0.0,0.0,0.0,1.5,42.0,1,0.0
0.25643879906582007,0.754,1,2.0,2.0,52,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,4.0,1,0.0
0.21253034581309455,0.92,1,3.0,2.0,19,1.0,1.0,0.0,0.0,0.0,1.0,1.0,42.0,1,0.0
0.5890990651932976,0.624,1,1.0,1.0,32,0.0,1.0,0.0,1.0,0.0,0.0,0.5,4.0,1,1.0
0.3017459584078402,0.767,1,3.0,5.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.5,42.0,0,1.0
0.13023473776826403,0.855,1,3.0,1.0,90,0.0,1.0,0.0,0.0,0.0,1.0,1.5,12.0,1,0.0
0.10534023518494352,0.939,1,3.0,3.0,25,1.0,1.0,0.0,0.0,0.0,0.0,0.75,12.0,1,0.0
0.20130279698986472,0.8270000000000001,1,0.0,1.0,15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,39.0,1,0.0
0.2325817451446533,0.887,1,3.0,5.0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.5,63.0,0,0.0
0.5633843969915623,0.55,0,3.0,1.0,98,0.0,0.0,1.0,0.0,0.0,1.0,1.5,3.0,0,0.0
0.2584069442506986,0.865,1,2.0,2.0,142,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,20.0,1,1.0
0.13023473776826403,0.855,0,7.0,4.0,13,1.0,0.0,0.0,0.0,0.0,0.0,1.4,12.0,0,0.0
0.12121923798352167,0.91,1,3.0,5.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.5,30.0,1,0.0
0.12121923798352167,0.91,1,4.0,1.0,28,1.0,0.0,0.0,0.0,1.0,0.0,2.0,42.0,0,0.0
0.3281828305722102,0.698,0,3.0,0.0,228,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0,1.0
0.1449380138327026,0.6659999999999999,1,3.0,4.0,22,1.0,1.0,0.0,0.0,0.0,1.0,0.6,42.0,1,0.0
0.5890990651932976,0.624,0,3.0,0.0,18,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1,1.0
0.16654512516216194,0.8270000000000001,1,1.0,1.0,29,1.0,1.0,0.0,0.0,0.0,0.0,0.5,4.0,1,0.0
0.13023473776826403,0.855,1,3.0,1.0,46,1.0,1.0,0.0,0.0,0.0,1.0,1.5,15.0,1,0.0
0.5633843969915623,0.55,0,3.0,0.0,12,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1,0.0
0.21253034581309455,0.92,1,3.0,2.0,17,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,0.0
0.09995408432052044,0.893,1,2.0,2.0,65,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,15.0,1,0.0
0.21253034581309455,0.92,0,3.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0,0.0
0.13023473776826403,0.855,0,7.0,3.0,14,0.0,1.0,0.0,0.0,0.0,0.0,1.75,18.0,1,0.0
0.21253034581309455,0.92,1,0.0,1.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1,0.0
0.21253034581309455,0.92,1,2.0,5.0,12,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,30.0,1,0.0
0.24164557530227906,0.92,1,2.0,2.0,108,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,42.0,1,0.0
0.21253034581309455,0.92,0,3.0,1.0,136,1.0,1.0,0.0,0.0,0.0,1.0,1.5,42.0,1,0.0
0.21253034581309455,0.92,1,1.0,1.0,27,1.0,1.0,0.0,0.0,0.0,1.0,0.5,10.0,1,0.0
0.13617579949303815,0.7959999999999999,1,2.0,1.0,74,0.0,1.0,0.0,1.0,0.0,0.0,1.0,12.0,1,0.0
0.1765770705654599,0.884,1,1.0,1.0,86,1.0,1.0,0.0,0.0,0.0,0.0,0.5,30.0,1,0.0
0.12098738298179221,0.866,0,1.0,2.0,83,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1,0.0
0.21253034581309455,0.92,0,3.0,3.0,75,0.0,0.0,1.0,0.0,0.0,1.0,0.75,4.0,0,0.0
0.23945419548479707,0.698,0,3.0,2.0,42,0.0,1.0,0.0,0.0,1.0,0.0,1.0,33.0,1,0.0
0.21253034581309455,0.92,1,3.0,1.0,332,1.0,1.0,0.0,0.0,0.0,1.0,1.5,12.0,1,0.0
0.11208364474709248,0.913,0,3.0,1.0,140,0.0,1.0,0.0,0.0,0.0,1.0,1.5,8.0,1,0.0
0.12121923798352167,0.91,0,3.0,0.0,182,1.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0,0.0
0.21253034581309455,0.92,0,3.0,1.0,13,1.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0,1.0
0.38258981003337,0.682,1,1.0,2.0,172,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,10.0,1,1.0
0.21253034581309455,0.92,1,3.0,1.0,48,1.0,1.0,0.0,0.0,0.0,0.0,1.5,20.0,1,0.0
0.13754229116288766,0.802,1,2.0,1.0,33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,1,0.0
0.24164557530227906,0.92,0,3.0,1.0,142,0.0,0.0,1.0,0.0,0.0,0.0,1.5,2.0,0,0.0
0.4889428723436292,0.579,0,3.0,1.0,34,0.0,1.0,0.0,0.0,0.0,0.0,1.5,4.0,1,0.0
0.13754229116288766,0.802,1,2.0,2.0,14,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,12.0,1,1.0
0.5633843969915623,0.55,1,1.0,2.0,27,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,12.0,1,1.0
0.5633843969915623,0.55,1,3.0,1.0,24,1.0,1.0,0.0,0.0,0.0,0.0,1.5,16.0,1,1.0
0.12495304078235045,0.878,0,3.0,1.0,150,1.0,1.0,0.0,0.0,0.0,1.0,1.5,63.0,1,0.0
0.21253034581309455,0.92,1,4.0,5.0,20,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,22.0,1,0.0
0.21253034581309455,0.92,1,4.0,1.0,140,1.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,1,0.0
0.12121923798352167,0.91,1,6.0,1.0,52,1.0,1.0,0.0,0.0,0.0,0.0,3.0,24.0,1,0.0
0.10534023518494352,0.939,1,2.0,2.0,160,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,42.0,1,0.0
0.1055304933545208,0.897,1,6.0,2.0,3,1.0,1.0,0.0,0.0,0.0,0.0,2.0,27.0,1,0.0
0.5890990651932976,0.624,1,0.0,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1,1.0
0.12121923798352167,0.91,1,5.0,5.0,28,1.0,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,42.0,1,0.0
0.25643879906582007,0.754,1,3.0,4.0,46,1.0,0.0,0.0,0.0,0.0,1.0,0.6,42.0,0,0.0
0.13023473776826403,0.855,1,2.0,1.0,210,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,1,0.0
0.1021397400963342,0.926,1,0.0,1.0,36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1,0.0
0.10617251729087825,0.949,0,3.0,1.0,160,0.0,1.0,0.0,0.0,0.0,1.0,1.5,8.0,1,1.0
0.5890990651932976,0.624,1,1.0,2.0,101,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,4.0,1,0.0
0.1021397400963342,0.926,1,2.0,1.0,46,1.0,1.0,0.0,0.0,0.0,1.0,1.0,18.0,1,0.0
0.08667144268643122,0.925,1,5.0,5.0,19,1.0,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,42.0,1,0.0
0.5890990651932976,0.624,1,3.0,2.0,26,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1,1.0
0.3281828305722102,0.698,1,0.0,1.0,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1,0.0
0.11978348250636578,0.8959999999999999,1,0.0,4.0,59,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1,0.0
0.24164557530227906,0.92,1,2.0,1.0,260,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0,0.0
0.5890990651932976,0.624,1,2.0,5.0,74,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,22.0,1,0.0
0.12121923798352167,0.91,1,3.0,2.0,20,1.0,1.0,0.0,0.0,0.0,0.0,1.0,84.0,1,1.0
0.12495304078235045,0.878,1,3.0,2.0,8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,1,0.0
0.21253034581309455,0.92,1,3.0,1.0,131,1.0,1.0,0.0,0.0,0.0,0.0,1.5,12.0,1,0.0
0.10448910348427509,0.836,1,3.0,1.0,45,0.0,1.0,0.0,0.0,0.0,1.0,1.5,21.0,1,0.0
0.1918308756361738,0.693,1,1.0,2.0,109,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,22.0,1,0.0
0.13023473776826403,0.855,1,3.0,1.0,70,1.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0,0.0
0.21253034581309455,0.92,1,3.0,5.0,17,1.0,1.0,0.0,0.0,0.0,0.0,0.5,42.0,1,0.0
0.21253034581309455,0.92,0,2.0,1.0,51,1.0,1.0,0.0,0.0,0.0,0.0,1.0,45.0,1,0.0
0.21253034581309455,0.92,1,2.0,3.0,60,1.0,1.0,0.0,0.0,0.0,0.0,0.5,12.0,1,1.0
0.09995408432052044,0.893,0,5.0,5.0,4,1.0,1.0,0.0,0.0,1.0,0.0,0.8333333333333334,84.0,1,0.0
0.1021397400963342,0.926,0,3.0,5.0,7,1.0,1.0,0.0,0.0,0.0,0.0,0.5,24.0,1,0.0
0.1837699659417797,0.804,1,3.0,3.0,164,1.0,1.0,0.0,0.0,0.0,0.0,0.75,63.0,1,0.0
0.1449380138327026,0.6659999999999999,1,3.0,4.0,290,1.0,1.0,0.0,0.0,0.0,1.0,0.6,40.0,1,0.0
0.1837699659417797,0.804,0,0.0,0.0,145,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0.0
0.21253034581309455,0.92,0,3.0,1.0,70,1.0,1.0,0.0,0.0,0.0,1.0,1.5,36.0,1,0.0
0.5890990651932976,0.624,0,3.0,1.0,24,1.0,0.0,1.0,0.0,0.0,1.0,1.5,6.0,0,0.0
0.21253034581309455,0.92,0,7.0,1.0,133,1.0,0.0,0.0,0.0,0.0,0.0,3.5,9.0,0,1.0
0.5633843969915623,0.55,0,3.0,1.0,20,0.0,1.0,0.0,0.0,0.0,1.0,1.5,4.0,1,0.0
0.21253034581309455,0.92,1,0.0,1.0,76,1.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,1,0.0
0.3281828305722102,0.698,0,3.0,4.0,21,0.0,1.0,0.0,0.0,0.0,1.0,0.6,15.0,1,1.0
0.5890990651932976,0.624,1,6.0,2.0,34,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0,0.0
0.24164557530227906,0.92,0,0.0,2.0,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1,0.0
0.12098738298179221,0.866,0,3.0,5.0,156,1.0,1.0,0.0,0.0,0.0,1.0,0.5,42.0,1,0.0
0.21253034581309455,0.92,1,6.0,5.0,15,1.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0,1,0.0
0.1021397400963342,0.926,1,3.0,0.0,120,1.0,1.0,0.0,0.0,0.0,1.0,3.0,63.0,1,0.0
0.18312671277567533,0.769,1,7.0,5.0,47,1.0,0.0,0.0,0.0,0.0,1.0,1.1666666666666667,28.0,0,0.0
0.25643879906582007,0.754,1,3.0,2.0,100,1.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,1,1.0
0.13023473776826403,0.855,1,4.0,0.0,102,0.0,1.0,0.0,0.0,0.0,0.0,4.0,12.0,1,0.0
0.21253034581309455,0.92,0,3.0,0.0,52,1.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,0,0.0
0.1021397400963342,0.926,1,1.0,4.0,39,1.0,0.0,1.0,0.0,0.0,1.0,0.2,9.0,0,0.0
0.21253034581309455,0.92,1,3.0,1.0,112,0.0,0.0,1.0,0.0,0.0,1.0,1.5,4.0,0,1.0
0.21253034581309455,0.92,0,2.0,5.0,14,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,84.0,1,0.0
0.12121923798352167,0.91,1,3.0,1.0,4,1.0,0.0,1.0,0.0,0.0,1.0,1.5,22.0,0,0.0
0.12121923798352167,0.91,1,5.0,5.0,55,1.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,63.0,0,0.0
0.5890990651932976,0.624,1,7.0,4.0,49,1.0,1.0,0.0,0.0,0.0,0.0,1.4,12.0,1,1.0
0.12121923798352167,0.91,1,3.0,5.0,72,1.0,1.0,0.0,0.0,0.0,1.0,0.5,30.0,1,0.0
0.20445153611015546,0.925,1,6.0,3.0,141,0.0,1.0,0.0,0.0,0.0,0.0,1.5,28.0,1,1.0
0.1021397400963342,0.926,0,3.0,0.0,28,1.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,0,0.0
0.21253034581309455,0.92,1,7.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,3.5,26.0,1,0.0
0.21253034581309455,0.92,1,6.0,1.0,125,1.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,0,0.0
0.10534023518494352,0.939,1,3.0,0.0,326,1.0,1.0,0.0,0.0,0.0,1.0,3.0,42.0,1,0.0
0.21253034581309455,0.92,1,3.0,2.0,33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0,0.0
0.1837699659417797,0.804,0,7.0,5.0,40,1.0,1.0,0.0,0.0,0.0,0.0,1.1666666666666667,18.0,1,0.0
0.24164557530227906,0.92,1,3.0,1.0,198,1.0,1.0,0.0,0.0,0.0,1.0,1.5,36.0,1,1.0
0.21253034581309455,0.92,1,7.0,5.0,55,1.0,1.0,0.0,0.0,0.0,0.0,1.1666666666666667,45.0,1,0.0
0.2264656466135978,0.698,0,4.0,5.0,32,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,42.0,1,0.0
0.21253034581309455,0.92,1,3.0,5.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.5,42.0,0,0.0
0.25643879906582007,0.754,1,0.0,1.0,41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,1,0.0
0.21253034581309455,0.92,1,7.0,5.0,87,1.0,1.0,0.0,0.0,1.0,0.0,1.1666666666666667,63.0,1,1.0
0.13023473776826403,0.855,1,3.0,4.0,114,1.0,1.0,0.0,0.0,0.0,0.0,0.6,30.0,1,0.0
0.38875114185045023,0.698,1,3.0,5.0,33,0.0,0.0,1.0,0.0,0.0,1.0,0.5,42.0,0,0.0
0.3281828305722102,0.698,1,0.0,1.0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1,0.0
0.12121923798352167,0.91,0,3.0,1.0,8,0.0,0.0,1.0,0.0,0.0,1.0,1.5,3.0,0,0.0
0.12495304078235045,0.878,1,3.0,1.0,22,0.0,0.0,1.0,0.0,0.0,0.0,1.5,2.0,0,0.0
0.21253034581309455,0.92,1,6.0,4.0,13,1.0,1.0,0.0,0.0,0.0,0.0,1.2,63.0,1,0.0
0.10617251729087825,0.949,1,0.0,1.0,246,1.0,1.0,0.0,0.0,1.0,0.0,0.0,42.0,1,0.0
0.21253034581309455,0.92,1,1.0,1.0,22,1.0,1.0,0.0,0.0,0.0,0.0,0.5,27.0,1,0.0
0.21253034581309455,0.92,1,0.0,1.0,81,1.0,1.0,0.0,1.0,0.0,0.0,0.0,63.0,1,0.0
0.23886092970740258,0.7759999999999999,1,1.0,1.0,11,0.0,1.0,0.0,1.0,0.0,0.0,0.5,8.0,1,0.0
0.3904312932271956,0.698,0,6.0,1.0,24,0.0,1.0,0.0,0.0,0.0,1.0,3.0,10.0,1,1.0
0.21253034581309455,0.92,1,3.0,1.0,50,1.0,1.0,0.0,1.0,0.0,0.0,1.5,42.0,1,0.0
0.09681344420264924,0.924,0,3.0,0.0,15,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,0,0.0
0.10290471401923681,0.939,1,1.0,5.0,31,1.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,63.0,1,0.0
0.1021397400963342,0.926,1,2.0,0.0,84,1.0,1.0,0.0,0.0,0.0,0.0,2.0,63.0,1,0.0
0.1055304933545208,0.897,1,7.0,1.0,42,0.0,1.0,0.0,0.0,0.0,0.0,3.5,8.0,1,0.0
0.5890990651932976,0.624,1,1.0,5.0,105,1.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,20.0,1,1.0
0.21253034581309455,0.92,1,2.0,5.0,72,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,42.0,1,0.0
0.3770842347942151,0.789,1,1.0,5.0,42,1.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,28.0,1,1.0
0.3904312932271956,0.698,1,2.0,1.0,152,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,1,0.0
0.21253034581309455,0.92,1,7.0,1.0,60,1.0,1.0,0.0,0.0,0.0,0.0,3.5,24.0,1,0.0
0.5890990651932976,0.624,0,3.0,0.0,8,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,1,0.0
0.12121923798352167,0.91,0,3.0,3.0,17,0.0,1.0,0.0,0.0,0.0,1.0,0.75,39.0,1,1.0
0.18062017969134672,0.923,0,3.0,1.0,33,1.0,0.0,1.0,0.0,0.0,1.0,1.5,1.0,0,0.0
0.12121923798352167,0.91,1,3.0,0.0,38,1.0,1.0,0.0,1.0,0.0,0.0,3.0,12.0,1,0.0
0.21253034581309455,0.92,1,0.0,2.0,178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0
0.24164557530227906,0.92,1,2.0,1.0,11,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,1,0.0
0.09995408432052044,0.893,1,3.0,0.0,87,1.0,0.0,1.0,0.0,0.0,1.0,3.0,21.0,0,0.0
0.13754229116288766,0.802,1,3.0,0.0,84,1.0,1.0,0.0,0.0,0.0,1.0,3.0,26.0,1,0.0
0.1765770705654599,0.884,1,3.0,2.0,32,1.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0,1,0.0
0.2325817451446533,0.887,1,3.0,1.0,31,1.0,1.0,0.0,0.0,0.0,0.0,1.5,27.0,1,1.0
0.5890990651932976,0.624,0,4.0,1.0,39,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,1,0.0
0.2891474412247505,0.775,1,1.0,1.0,12,1.0,1.0,0.0,0.0,0.0,0.0,0.5,14.0,1,0.0
0.5890990651932976,0.624,1,7.0,1.0,50,0.0,1.0,0.0,0.0,0.0,0.0,3.5,10.0,1,0.0
0.2070543054752894,0.903,1,3.0,1.0,55,1.0,1.0,0.0,0.0,0.0,0.0,1.5,6.0,1,1.0
0.5633843969915623,0.55,1,2.0,1.0,7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,1.0
0.21253034581309455,0.92,1,2.0,1.0,104,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0,0.0
0.24164557530227906,0.92,1,3.0,5.0,90,0.0,0.0,0.0,0.0,0.0,1.0,0.5,42.0,0,1.0
0.21253034581309455,0.92,1,3.0,5.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.5,63.0,0,0.0
0.5890990651932976,0.624,0,3.0,0.0,102,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,1,0.0
0.5890990651932976,0.624,1,1.0,1.0,202,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1,1.0
0.5525228312854431,0.555,1,3.0,1.0,22,1.0,1.0,0.0,0.0,0.0,0.0,1.5,8.0,1,0.0
0.5890990651932976,0.624,0,3.0,0.0,42,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,1,0.0
0.24164557530227906,0.92,0,3.0,0.0,50,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,0.0
